Gene	GO
Zm00001d017799	GO:0046872
Zm00001d046774	GO:0046872
Zm00001d038576	GO:0046872
Zm00001d035002	GO:0046872
Zm00001d007952	GO:0046872
Zm00001d021990	GO:0046872
Zm00001d037693	GO:0046872
Zm00001d015328	GO:0046872
Zm00001d016619	GO:0046872
Zm00001d005656	GO:0046872
Zm00001d024749	GO:0046872
Zm00001d033210	GO:0046872
Zm00001d026709	GO:0046872
Zm00001d014969	GO:0046872
Zm00001d031985	GO:0046872
Zm00001d039101	GO:0046872
Zm00001d024534	GO:0046872
Zm00001d052385	GO:0046872
Zm00001d035659	GO:0046872
Zm00001d002496	GO:0046872
Zm00001d030002	GO:0046872
Zm00001d045145	GO:0046872
Zm00001d045183	GO:0046872
Zm00001d052702	GO:0046872
Zm00001d030199	GO:0046872
Zm00001d046450	GO:0046872
Zm00001d014883	GO:0046872
Zm00001d011081	GO:0046872
Zm00001d022289	GO:0046872
Zm00001d012968	GO:0046872
Zm00001d002004	GO:0046872
Zm00001d042686	GO:0046872
Zm00001d043868	GO:0046872
Zm00001d020425	GO:0046872
Zm00001d030850	GO:0046872
Zm00001d034145	GO:0046872
Zm00001d005190	GO:0046872
Zm00001d039467	GO:0046872
Zm00001d024754	GO:0046872
Zm00001d016491	GO:0046872
Zm00001d018075	GO:0046872
Zm00001d018510	GO:0046872
Zm00001d023880	GO:0046872
Zm00001d026554	GO:0046872
Zm00001d006470	GO:0046872
Zm00001d044396	GO:0046872
Zm00001d034641	GO:0046872
Zm00001d040040	GO:0046872
Zm00001d041086	GO:0046872
Zm00001d020573	GO:0046872
Zm00001d015852	GO:0046872
Zm00001d029499	GO:0046872
Zm00001d017425	GO:0046872
Zm00001d003533	GO:0046872
Zm00001d023410	GO:0046872
Zm00001d038379	GO:0046872
Zm00001d029546	GO:0046872
Zm00001d004123	GO:0046872
Zm00001d027677	GO:0046872
Zm00001d014345	GO:0046872
Zm00001d044401	GO:0046872
Zm00001d047358	GO:0046872
Zm00001d029587	GO:0046872
Zm00001d027511	GO:0046872
Zm00001d029586	GO:0046872
Zm00001d018605	GO:0046872
Zm00001d017727	GO:0046872
Zm00001d020427	GO:0046872
Zm00001d047786	GO:0046872
Zm00001d034738	GO:0046872
Zm00001d006587	GO:0046872
Zm00001d011285	GO:0046872
Zm00001d051371	GO:0046872
Zm00001d024738	GO:0046872
Zm00001d025286	GO:0046872
Zm00001d047968	GO:0046872
Zm00001d032223	GO:0046872
Zm00001d035974	GO:0046872
Zm00001d047514	GO:0046872
Zm00001d037550	GO:0046872
Zm00001d010131	GO:0046872
Zm00001d047385	GO:0046872
Zm00001d053541	GO:0046872
Zm00001d028371	GO:0046872
Zm00001d031473	GO:0046872
Zm00001d052136	GO:0046872
Zm00001d022159	GO:0046872
Zm00001d012260	GO:0046872
Zm00001d007161	GO:0046872
Zm00001d040579	GO:0046872
Zm00001d012092	GO:0046872
Zm00001d050214	GO:0046872
Zm00001d039040	GO:0046872
Zm00001d009747	GO:0046872
Zm00001d022280	GO:0046872
Zm00001d017294	GO:0046872
Zm00001d008620	GO:0046872
Zm00001d021763	GO:0046872
Zm00001d000216	GO:0046872
Zm00001d039575	GO:0046872
Zm00001d034368	GO:0046872
Zm00001d017029	GO:0046872
Zm00001d021906	GO:0046872
Zm00001d038772	GO:0046872
Zm00001d027405	GO:0046872
Zm00001d038047	GO:0046872
Zm00001d049858	GO:0046872
Zm00001d016179	GO:0046872
Zm00001d031759	GO:0046872
Zm00001d041204	GO:0046872
Zm00001d014914	GO:0046872
Zm00001d011013	GO:0046872
Zm00001d023558	GO:0046872
Zm00001d043938	GO:0046872
Zm00001d039505	GO:0046872
Zm00001d011274	GO:0046872
Zm00001d030548	GO:0046872
Zm00001d008816	GO:0046872
Zm00001d040839	GO:0046872
Zm00001d016577	GO:0046872
Zm00001d037636	GO:0046872
Zm00001d054044	GO:0046872
Zm00001d000001	GO:0046872
Zm00001d044301	GO:0046872
Zm00001d007422	GO:0046872
Zm00001d016691	GO:0046872
Zm00001d029636	GO:0046872
Zm00001d029744	GO:0046872
Zm00001d008299	GO:0046872
Zm00001d011470	GO:0046872
Zm00001d047064	GO:0046872
Zm00001d011732	GO:0046872
Zm00001d041214	GO:0046872
Zm00001d007267	GO:0046872
Zm00001d028194	GO:0046872
Zm00001d048413	GO:0046872
Zm00001d006937	GO:0046872
Zm00001d007784	GO:0046872
Zm00001d051865	GO:0046872
Zm00001d034109	GO:0046872
Zm00001d031277	GO:0046872
Zm00001d022188	GO:0046872
Zm00001d024512	GO:0046872
Zm00001d028348	GO:0046872
Zm00001d031079	GO:0046872
Zm00001d005958	GO:0046872
Zm00001d043884	GO:0046872
Zm00001d034639	GO:0046872
Zm00001d024853	GO:0046872
Zm00001d037547	GO:0046872
Zm00001d044261	GO:0046872
Zm00001d040597	GO:0046872
Zm00001d016182	GO:0046872
Zm00001d017014	GO:0046872
Zm00001d037910	GO:0046872
Zm00001d025060	GO:0046872
Zm00001d037859	GO:0046872
Zm00001d031635	GO:0046872
Zm00001d032266	GO:0046872
Zm00001d044667	GO:0046872
Zm00001d025780	GO:0046872
Zm00001d046740	GO:0046872
Zm00001d009626	GO:0046872
Zm00001d006754	GO:0046872
Zm00001d036955	GO:0046872
Zm00001d043291	GO:0046872
Zm00001d004931	GO:0046872
Zm00001d034634	GO:0046872
Zm00001d020430	GO:0046872
Zm00001d020100	GO:0046872
Zm00001d024850	GO:0046872
Zm00001d032873	GO:0046872
Zm00001d023927	GO:0046872
Zm00001d017476	GO:0046872
Zm00001d002999	GO:0046872
Zm00001d021435	GO:0046872
Zm00001d028349	GO:0046872
Zm00001d016149	GO:0046872
Zm00001d003616	GO:0046872
Zm00001d036285	GO:0046872
Zm00001d028139	GO:0046872
Zm00001d032197	GO:0046872
Zm00001d026298	GO:0046872
Zm00001d053239	GO:0046872
Zm00001d023404	GO:0046872
Zm00001d014655	GO:0046872
Zm00001d040705	GO:0046872
Zm00001d020954	GO:0046872
Zm00001d048569	GO:0046872
Zm00001d013263	GO:0046872
Zm00001d037962	GO:0046872
Zm00001d005250	GO:0046872
Zm00001d011223	GO:0046872
Zm00001d039014	GO:0046872
Zm00001d038332	GO:0046872
Zm00001d044250	GO:0046872
Zm00001d044035	GO:0046872
Zm00001d054065	GO:0046872
Zm00001d017696	GO:0046872
Zm00001d009795	GO:0046872
Zm00001d021546	GO:0046872
Zm00001d027710	GO:0046872
Zm00001d046786	GO:0046872
Zm00001d047769	GO:0046872
Zm00001d036796	GO:0046872
Zm00001d003335	GO:0046872
Zm00001d013118	GO:0046872
Zm00001d034320	GO:0046872
Zm00001d033610	GO:0046872
Zm00001d014123	GO:0046872
Zm00001d034037	GO:0046872
Zm00001d049822	GO:0046872
Zm00001d029274	GO:0046872
Zm00001d052856	GO:0046872
Zm00001d040301	GO:0046872
Zm00001d005814	GO:0046872
Zm00001d024703	GO:0046872
Zm00001d014608	GO:0046872
Zm00001d024851	GO:0046872
Zm00001d046169	GO:0046872
Zm00001d050111	GO:0046872
Zm00001d048090	GO:0046872
Zm00001d032405	GO:0046872
Zm00001d047984	GO:0046872
Zm00001d011786	GO:0046872
Zm00001d037278	GO:0046872
Zm00001d001952	GO:0046872
Zm00001d024740	GO:0046872
Zm00001d012712	GO:0046872
Zm00001d012605	GO:0046872
Zm00001d017996	GO:0046872
Zm00001d018358	GO:0046872
Zm00001d040302	GO:0046872
Zm00001d053006	GO:0046872
Zm00001d034023	GO:0046872
Zm00001d034129	GO:0046872
Zm00001d033132	GO:0046872
Zm00001d011183	GO:0046872
Zm00001d012401	GO:0046872
Zm00001d029299	GO:0046872
Zm00001d049071	GO:0046872
Zm00001d032172	GO:0046872
Zm00001d044399	GO:0046872
Zm00001d014606	GO:0046872
Zm00001d029604	GO:0046872
Zm00001d038218	GO:0046872
Zm00001d003945	GO:0046872
Zm00001d002435	GO:0046872
Zm00001d046186	GO:0046872
Zm00001d008562	GO:0046872
Zm00001d047066	GO:0046872
Zm00001d017560	GO:0046872
Zm00001d022281	GO:0046872
Zm00001d046184	GO:0046872
Zm00001d038291	GO:0046872
Zm00001d018506	GO:0046872
Zm00001d020257	GO:0046872
Zm00001d006663	GO:0046872
Zm00001d040702	GO:0046872
Zm00001d014569	GO:0046872
Zm00001d035975	GO:0046872
Zm00001d047298	GO:0046872
Zm00001d018653	GO:0046872
Zm00001d027423	GO:0046872
Zm00001d048102	GO:0046872
Zm00001d008812	GO:0046872
Zm00001d013534	GO:0046872
Zm00001d045211	GO:0046872
Zm00001d036158	GO:0046872
Zm00001d035055	GO:0046872
Zm00001d013892	GO:0046872
Zm00001d036710	GO:0046872
Zm00001d014601	GO:0046872
Zm00001d052335	GO:0046872
Zm00001d050317	GO:0046872
Zm00001d025659	GO:0046872
Zm00001d029772	GO:0046872
Zm00001d024119	GO:0046872
Zm00001d043615	GO:0046872
Zm00001d042024	GO:0046872
Zm00001d038718	GO:0046872
Zm00001d008902	GO:0046872
Zm00001d047207	GO:0046872
Zm00001d039195	GO:0046872
Zm00001d028667	GO:0046872
Zm00001d040253	GO:0046872
Zm00001d041506	GO:0046872
Zm00001d043601	GO:0046872
Zm00001d046748	GO:0046872
Zm00001d024745	GO:0046872
Zm00001d033324	GO:0046872
Zm00001d029280	GO:0046872
Zm00001d043328	GO:0046872
Zm00001d010375	GO:0046872
Zm00001d022279	GO:0046872
Zm00001d040697	GO:0046872
Zm00001d007264	GO:0046872
Zm00001d044228	GO:0046872
Zm00001d053432	GO:0046872
Zm00001d014848	GO:0046872
Zm00001d029747	GO:0046872
Zm00001d022474	GO:0046872
Zm00001d002901	GO:0046872
Zm00001d011063	GO:0046872
Zm00001d014715	GO:0046872
Zm00001d021784	GO:0046872
Zm00001d026587	GO:0046872
Zm00001d027720	GO:0046872
Zm00001d004718	GO:0046872
Zm00001d048634	GO:0046872
Zm00001d005566	GO:0046872
Zm00001d036330	GO:0046872
Zm00001d033624	GO:0046872
Zm00001d015356	GO:0046872
Zm00001d041332	GO:0046872
Zm00001d024751	GO:0046872
Zm00001d020923	GO:0046872
Zm00001d028828	GO:0046872
Zm00001d043882	GO:0046872
Zm00001d038598	GO:0046872
Zm00001d033363	GO:0046872
Zm00001d053675	GO:0046872
Zm00001d008173	GO:0046872
Zm00001d037061	GO:0046872
Zm00001d029126	GO:0046872
Zm00001d044014	GO:0046872
Zm00001d014917	GO:0046872
Zm00001d046848	GO:0046872
Zm00001d022002	GO:0046872
Zm00001d045128	GO:0046872
Zm00001d002899	GO:0046872
Zm00001d019149	GO:0046872
Zm00001d048799	GO:0046872
Zm00001d018618	GO:0046872
Zm00001d051838	GO:0046872
Zm00001d004719	GO:0046872
Zm00001d022290	GO:0046872
Zm00001d011131	GO:0046872
Zm00001d000124	GO:0004722
Zm00001d034109	GO:0004722
Zm00001d021817	GO:0004722
Zm00001d047385	GO:0004722
Zm00001d006614	GO:0004722
Zm00001d028574	GO:0004722
Zm00001d013220	GO:0004722
Zm00001d008171	GO:0004722
Zm00001d015279	GO:0004722
Zm00001d036710	GO:0004722
Zm00001d000098	GO:0004722
Zm00001d052852	GO:0004722
Zm00001d014797	GO:0004722
Zm00001d011132	GO:0004722
Zm00001d047807	GO:0004722
Zm00001d027572	GO:0004722
Zm00001d007264	GO:0004722
Zm00001d044301	GO:0004722
Zm00001d005071	GO:0004722
Zm00001d044015	GO:0004722
Zm00001d012401	GO:0004722
Zm00001d011364	GO:0004722
Zm00001d020100	GO:0004722
Zm00001d025780	GO:0004722
Zm00001d002369	GO:0004722
Zm00001d017643	GO:0004722
Zm00001d000391	GO:0004722
Zm00001d025323	GO:0004722
Zm00001d037949	GO:0004722
Zm00001d003509	GO:0004722
Zm00001d016894	GO:0004722
Zm00001d053399	GO:0004722
Zm00001d025548	GO:0004722
Zm00001d020053	GO:0004722
Zm00001d039192	GO:0004722
Zm00001d026363	GO:0004722
Zm00001d050614	GO:0004722
Zm00001d042886	GO:0004722
Zm00001d002542	GO:0004722
Zm00001d016332	GO:0004722
Zm00001d009626	GO:0004722
Zm00001d020726	GO:0004722
Zm00001d011131	GO:0004722
Zm00001d048131	GO:0004722
Zm00001d022565	GO:0004722
Zm00001d046450	GO:0004722
Zm00001d005609	GO:0004722
Zm00001d009747	GO:0004722
Zm00001d021390	GO:0004722
Zm00001d027571	GO:0004722
Zm00001d029772	GO:0004722
Zm00001d016474	GO:0004722
Zm00001d012962	GO:0004722
Zm00001d053259	GO:0004722
Zm00001d004953	GO:0004722
Zm00001d034738	GO:0004722
Zm00001d038846	GO:0004722
Zm00001d024732	GO:0004722
Zm00001d028615	GO:0004722
Zm00001d044525	GO:0004722
Zm00001d045128	GO:0004722
Zm00001d021582	GO:0004722
Zm00001d028752	GO:0004722
Zm00001d048989	GO:0004722
Zm00001d003074	GO:0004722
Zm00001d027570	GO:0004722
Zm00001d011495	GO:0004722
Zm00001d029297	GO:0004722
Zm00001d041352	GO:0003999
Zm00001d030895	GO:0003999
Zm00001d017204	GO:0003999
Zm00001d003108	GO:0003999
Zm00001d024759	GO:0005737
Zm00001d018573	GO:0005737
Zm00001d038689	GO:0005737
Zm00001d052056	GO:0005737
Zm00001d039499	GO:0005737
Zm00001d053118	GO:0005737
Zm00001d026675	GO:0005737
Zm00001d051163	GO:0005737
Zm00001d046449	GO:0005737
Zm00001d051166	GO:0005737
Zm00001d027688	GO:0005737
Zm00001d021087	GO:0005737
Zm00001d029997	GO:0005737
Zm00001d007910	GO:0005737
Zm00001d007369	GO:0005737
Zm00001d032925	GO:0005737
Zm00001d033097	GO:0005737
Zm00001d047790	GO:0005737
Zm00001d043681	GO:0005737
Zm00001d003659	GO:0005737
Zm00001d027371	GO:0005737
Zm00001d009879	GO:0005737
Zm00001d028183	GO:0005737
Zm00001d006322	GO:0005737
Zm00001d010171	GO:0005737
Zm00001d027896	GO:0005737
Zm00001d011965	GO:0005737
Zm00001d050993	GO:0005737
Zm00001d022236	GO:0005737
Zm00001d033328	GO:0005737
Zm00001d040257	GO:0005737
Zm00001d051742	GO:0005737
Zm00001d048081	GO:0005737
Zm00001d014689	GO:0005737
Zm00001d043548	GO:0005737
Zm00001d033002	GO:0005737
Zm00001d003108	GO:0005737
Zm00001d033457	GO:0005737
Zm00001d018405	GO:0005737
Zm00001d015168	GO:0005737
Zm00001d036904	GO:0005737
Zm00001d052101	GO:0005737
Zm00001d013159	GO:0005737
Zm00001d051359	GO:0005737
Zm00001d011611	GO:0005737
Zm00001d021051	GO:0005737
Zm00001d015037	GO:0005737
Zm00001d038775	GO:0005737
Zm00001d010180	GO:0005737
Zm00001d049351	GO:0005737
Zm00001d000366	GO:0005737
Zm00001d008816	GO:0005737
Zm00001d019262	GO:0005737
Zm00001d016439	GO:0005737
Zm00001d035802	GO:0005737
Zm00001d018847	GO:0005737
Zm00001d008975	GO:0005737
Zm00001d034023	GO:0005737
Zm00001d017616	GO:0005737
Zm00001d029573	GO:0005737
Zm00001d030677	GO:0005737
Zm00001d031599	GO:0005737
Zm00001d041575	GO:0005737
Zm00001d048271	GO:0005737
Zm00001d037868	GO:0005737
Zm00001d028154	GO:0005737
Zm00001d036319	GO:0005737
Zm00001d034318	GO:0005737
Zm00001d026547	GO:0005737
Zm00001d034346	GO:0005737
Zm00001d032775	GO:0005737
Zm00001d039620	GO:0005737
Zm00001d038857	GO:0005737
Zm00001d053616	GO:0005737
Zm00001d032386	GO:0005737
Zm00001d000364	GO:0005737
Zm00001d051687	GO:0005737
Zm00001d025407	GO:0005737
Zm00001d033718	GO:0005737
Zm00001d017276	GO:0005737
Zm00001d049042	GO:0005737
Zm00001d026641	GO:0005737
Zm00001d037429	GO:0005737
Zm00001d021788	GO:0005737
Zm00001d018147	GO:0005737
Zm00001d028668	GO:0005737
Zm00001d042282	GO:0005737
Zm00001d047782	GO:0005737
Zm00001d034736	GO:0005737
Zm00001d011891	GO:0005737
Zm00001d041775	GO:0005737
Zm00001d013612	GO:0005737
Zm00001d044426	GO:0005737
Zm00001d049191	GO:0005737
Zm00001d013456	GO:0005737
Zm00001d032804	GO:0005737
Zm00001d015180	GO:0005737
Zm00001d018259	GO:0005737
Zm00001d032172	GO:0005737
Zm00001d010375	GO:0005737
Zm00001d048634	GO:0005737
Zm00001d011735	GO:0005737
Zm00001d018309	GO:0005737
Zm00001d017275	GO:0005737
Zm00001d042843	GO:0005737
Zm00001d036233	GO:0005737
Zm00001d043152	GO:0005737
Zm00001d046581	GO:0005737
Zm00001d017274	GO:0005737
Zm00001d006085	GO:0005737
Zm00001d016831	GO:0005737
Zm00001d054008	GO:0005737
Zm00001d006725	GO:0005737
Zm00001d041973	GO:0005737
Zm00001d022541	GO:0005737
Zm00001d015788	GO:0005737
Zm00001d012556	GO:0005737
Zm00001d002408	GO:0005737
Zm00001d001939	GO:0005737
Zm00001d009554	GO:0005737
Zm00001d002880	GO:0005737
Zm00001d044552	GO:0005737
Zm00001d003685	GO:0005737
Zm00001d025469	GO:0005737
Zm00001d031473	GO:0005737
Zm00001d027536	GO:0005737
Zm00001d047781	GO:0005737
Zm00001d025659	GO:0005737
Zm00001d041352	GO:0005737
Zm00001d037910	GO:0005737
Zm00001d005276	GO:0005737
Zm00001d047784	GO:0005737
Zm00001d052689	GO:0005737
Zm00001d023968	GO:0005737
Zm00001d013481	GO:0005737
Zm00001d010398	GO:0005737
Zm00001d015348	GO:0005737
Zm00001d014944	GO:0005737
Zm00001d009074	GO:0005737
Zm00001d053217	GO:0005737
Zm00001d033596	GO:0005737
Zm00001d017279	GO:0005737
Zm00001d047783	GO:0005737
Zm00001d048372	GO:0005737
Zm00001d039578	GO:0005737
Zm00001d006242	GO:0005737
Zm00001d042726	GO:0005737
Zm00001d032679	GO:0005737
Zm00001d052948	GO:0005737
Zm00001d017204	GO:0005737
Zm00001d053196	GO:0005737
Zm00001d031747	GO:0005737
Zm00001d022573	GO:0005737
Zm00001d017859	GO:0005737
Zm00001d038046	GO:0005737
Zm00001d047302	GO:0005737
Zm00001d030895	GO:0005737
Zm00001d006125	GO:0005737
Zm00001d033647	GO:0005737
Zm00001d002734	GO:0005737
Zm00001d054037	GO:0005737
Zm00001d003879	GO:0005737
Zm00001d037617	GO:0005737
Zm00001d018197	GO:0005737
Zm00001d037164	GO:0005737
Zm00001d026531	GO:0005737
Zm00001d041346	GO:0005737
Zm00001d037384	GO:0005737
Zm00001d051912	GO:0005737
Zm00001d016207	GO:0005737
Zm00001d046487	GO:0005737
Zm00001d001959	GO:0005737
Zm00001d022629	GO:0005737
Zm00001d027612	GO:0005737
Zm00001d035028	GO:0005737
Zm00001d036206	GO:0005737
Zm00001d014945	GO:0005737
Zm00001d008502	GO:0005737
Zm00001d018349	GO:0005737
Zm00001d029263	GO:0005737
Zm00001d017830	GO:0005737
Zm00001d001789	GO:0005737
Zm00001d034578	GO:0005737
Zm00001d037481	GO:0005737
Zm00001d041682	GO:0005737
Zm00001d045194	GO:0005737
Zm00001d024210	GO:0005737
Zm00001d013367	GO:0005737
Zm00001d048174	GO:0005737
Zm00001d027295	GO:0005737
Zm00001d022536	GO:0005737
Zm00001d028801	GO:0005737
Zm00001d045025	GO:0005737
Zm00001d026680	GO:0005737
Zm00001d030944	GO:0005737
Zm00001d037606	GO:0005737
Zm00001d033850	GO:0005737
Zm00001d034019	GO:0005737
Zm00001d031667	GO:0005737
Zm00001d045544	GO:0005737
Zm00001d034320	GO:0005737
Zm00001d006235	GO:0005737
Zm00001d008369	GO:0005737
Zm00001d034919	GO:0005737
Zm00001d051753	GO:0005737
Zm00001d037278	GO:0005737
Zm00001d003015	GO:0005737
Zm00001d053649	GO:0005737
Zm00001d041352	GO:0006168
Zm00001d030895	GO:0006168
Zm00001d017204	GO:0006168
Zm00001d003108	GO:0006168
Zm00001d051634	GO:0009116
Zm00001d017204	GO:0009116
Zm00001d003108	GO:0009116
Zm00001d017833	GO:0009116
Zm00001d039301	GO:0009116
Zm00001d049823	GO:0009116
Zm00001d041352	GO:0009116
Zm00001d030895	GO:0009116
Zm00001d051886	GO:0015238
Zm00001d028311	GO:0015238
Zm00001d021569	GO:0015238
Zm00001d027982	GO:0015238
Zm00001d033063	GO:0015238
Zm00001d031730	GO:0015238
Zm00001d002623	GO:0015238
Zm00001d029677	GO:0015238
Zm00001d033062	GO:0015238
Zm00001d021629	GO:0015238
Zm00001d000195	GO:0015238
Zm00001d005018	GO:0015238
Zm00001d018638	GO:0015238
Zm00001d053234	GO:0015238
Zm00001d005080	GO:0015238
Zm00001d027921	GO:0015238
Zm00001d032971	GO:0015238
Zm00001d015964	GO:0015238
Zm00001d006171	GO:0015238
Zm00001d028228	GO:0015238
Zm00001d026076	GO:0015238
Zm00001d033296	GO:0015238
Zm00001d030250	GO:0015238
Zm00001d000196	GO:0015238
Zm00001d043838	GO:0015238
Zm00001d015963	GO:0015238
Zm00001d023277	GO:0015238
Zm00001d012883	GO:0015238
Zm00001d017590	GO:0015238
Zm00001d015964	GO:0015297
Zm00001d033296	GO:0015297
Zm00001d000195	GO:0015297
Zm00001d017590	GO:0015297
Zm00001d028311	GO:0015297
Zm00001d028228	GO:0015297
Zm00001d026076	GO:0015297
Zm00001d027921	GO:0015297
Zm00001d006171	GO:0015297
Zm00001d033063	GO:0015297
Zm00001d051886	GO:0015297
Zm00001d031730	GO:0015297
Zm00001d000196	GO:0015297
Zm00001d043838	GO:0015297
Zm00001d029677	GO:0015297
Zm00001d005018	GO:0015297
Zm00001d033062	GO:0015297
Zm00001d021629	GO:0015297
Zm00001d018638	GO:0015297
Zm00001d023277	GO:0015297
Zm00001d030250	GO:0015297
Zm00001d027982	GO:0015297
Zm00001d005080	GO:0015297
Zm00001d032971	GO:0015297
Zm00001d021569	GO:0015297
Zm00001d015963	GO:0015297
Zm00001d002623	GO:0015297
Zm00001d053234	GO:0015297
Zm00001d012883	GO:0015297
Zm00001d022531	GO:0048364
Zm00001d021053	GO:0048364
Zm00001d037736	GO:0048364
Zm00001d023979	GO:0048364
Zm00001d023479	GO:0048364
Zm00001d048794	GO:0048364
Zm00001d053150	GO:0048364
Zm00001d007518	GO:0048364
Zm00001d041926	GO:0048364
Zm00001d018102	GO:0048364
Zm00001d004086	GO:0003700
Zm00001d041781	GO:0003700
Zm00001d046937	GO:0003700
Zm00001d019230	GO:0003700
Zm00001d052178	GO:0003700
Zm00001d036536	GO:0003700
Zm00001d027925	GO:0003700
Zm00001d037607	GO:0003700
Zm00001d038311	GO:0003700
Zm00001d012789	GO:0003700
Zm00001d017466	GO:0003700
Zm00001d039531	GO:0003700
Zm00001d028585	GO:0003700
Zm00001d039044	GO:0003700
Zm00001d031796	GO:0003700
Zm00001d018667	GO:0003700
Zm00001d010676	GO:0003700
Zm00001d043025	GO:0003700
Zm00001d002748	GO:0003700
Zm00001d049309	GO:0003700
Zm00001d008968	GO:0003700
Zm00001d052357	GO:0003700
Zm00001d022488	GO:0003700
Zm00001d012746	GO:0003700
Zm00001d050861	GO:0003700
Zm00001d043950	GO:0003700
Zm00001d049364	GO:0003700
Zm00001d047519	GO:0003700
Zm00001d037054	GO:0003700
Zm00001d036003	GO:0003700
Zm00001d034199	GO:0003700
Zm00001d011771	GO:0003700
Zm00001d038584	GO:0003700
Zm00001d013172	GO:0003700
Zm00001d043205	GO:0003700
Zm00001d020137	GO:0003700
Zm00001d048454	GO:0003700
Zm00001d034605	GO:0003700
Zm00001d028879	GO:0003700
Zm00001d016052	GO:0003700
Zm00001d041604	GO:0003700
Zm00001d003871	GO:0003700
Zm00001d008794	GO:0003700
Zm00001d032316	GO:0003700
Zm00001d012749	GO:0003700
Zm00001d005622	GO:0003700
Zm00001d052288	GO:0003700
Zm00001d046299	GO:0003700
Zm00001d043062	GO:0003700
Zm00001d041958	GO:0003700
Zm00001d047309	GO:0003700
Zm00001d037165	GO:0003700
Zm00001d034629	GO:0003700
Zm00001d048208	GO:0003700
Zm00001d039383	GO:0003700
Zm00001d028069	GO:0003700
Zm00001d022542	GO:0003700
Zm00001d028304	GO:0003700
Zm00001d032144	GO:0003700
Zm00001d053988	GO:0003700
Zm00001d015664	GO:0003700
Zm00001d037941	GO:0003700
Zm00001d044162	GO:0003700
Zm00001d033291	GO:0003700
Zm00001d031194	GO:0003700
Zm00001d041740	GO:0003700
Zm00001d009468	GO:0003700
Zm00001d046649	GO:0003700
Zm00001d002424	GO:0003700
Zm00001d009622	GO:0003700
Zm00001d016262	GO:0003700
Zm00001d044081	GO:0003700
Zm00001d002811	GO:0003700
Zm00001d031092	GO:0003700
Zm00001d051981	GO:0003700
Zm00001d028974	GO:0003700
Zm00001d034282	GO:0003700
Zm00001d048455	GO:0003700
Zm00001d022442	GO:0003700
Zm00001d032295	GO:0003700
Zm00001d045112	GO:0003700
Zm00001d052102	GO:0003700
Zm00001d049903	GO:0003700
Zm00001d031498	GO:0003700
Zm00001d046204	GO:0003700
Zm00001d037605	GO:0003700
Zm00001d010616	GO:0003700
Zm00001d018081	GO:0003700
Zm00001d053195	GO:0003700
Zm00001d026563	GO:0003700
Zm00001d023479	GO:0003700
Zm00001d049173	GO:0003700
Zm00001d011527	GO:0003700
Zm00001d018941	GO:0003700
Zm00001d031499	GO:0003700
Zm00001d031445	GO:0003700
Zm00001d006835	GO:0003700
Zm00001d027928	GO:0003700
Zm00001d045283	GO:0003700
Zm00001d020938	GO:0003700
Zm00001d002364	GO:0003700
Zm00001d052863	GO:0003700
Zm00001d050247	GO:0003700
Zm00001d033353	GO:0003700
Zm00001d046805	GO:0003700
Zm00001d002799	GO:0003700
Zm00001d002618	GO:0003700
Zm00001d015421	GO:0003700
Zm00001d026486	GO:0003700
Zm00001d015639	GO:0003700
Zm00001d033005	GO:0003700
Zm00001d021205	GO:0003700
Zm00001d052152	GO:0003700
Zm00001d017911	GO:0003700
Zm00001d009193	GO:0003700
Zm00001d011413	GO:0003700
Zm00001d042591	GO:0003700
Zm00001d050023	GO:0003700
Zm00001d002452	GO:0003700
Zm00001d020714	GO:0003700
Zm00001d034888	GO:0003700
Zm00001d000303	GO:0003700
Zm00001d005057	GO:0003700
Zm00001d021947	GO:0003700
Zm00001d035440	GO:0003700
Zm00001d005005	GO:0003700
Zm00001d025479	GO:0003700
Zm00001d006170	GO:0003700
Zm00001d009013	GO:0003700
Zm00001d029711	GO:0003700
Zm00001d053859	GO:0003700
Zm00001d016535	GO:0003700
Zm00001d002754	GO:0003700
Zm00001d049135	GO:0003700
Zm00001d048312	GO:0003700
Zm00001d003451	GO:0003700
Zm00001d016255	GO:0003700
Zm00001d002867	GO:0003700
Zm00001d039032	GO:0003700
Zm00001d052026	GO:0003700
Zm00001d027991	GO:0003700
Zm00001d007119	GO:0003700
Zm00001d031501	GO:0003700
Zm00001d023615	GO:0003700
Zm00001d025910	GO:0003700
Zm00001d050310	GO:0003700
Zm00001d020939	GO:0003700
Zm00001d047644	GO:0003700
Zm00001d012585	GO:0003700
Zm00001d033215	GO:0003700
Zm00001d013307	GO:0003700
Zm00001d009595	GO:0003700
Zm00001d003180	GO:0003700
Zm00001d002405	GO:0003700
Zm00001d042492	GO:0003700
Zm00001d043117	GO:0003700
Zm00001d017366	GO:0003700
Zm00001d020495	GO:0003700
Zm00001d007949	GO:0003700
Zm00001d009939	GO:0003700
Zm00001d029679	GO:0003700
Zm00001d006169	GO:0003700
Zm00001d027709	GO:0003700
Zm00001d026271	GO:0003700
Zm00001d008578	GO:0003700
Zm00001d002790	GO:0003700
Zm00001d051550	GO:0003700
Zm00001d021927	GO:0003700
Zm00001d021268	GO:0003700
Zm00001d019116	GO:0003700
Zm00001d016674	GO:0003700
Zm00001d024323	GO:0003700
Zm00001d046292	GO:0003700
Zm00001d018656	GO:0003700
Zm00001d053150	GO:0003700
Zm00001d048297	GO:0003700
